component,overlap_start_ns,overlap_end_ns,overlap_duration_ns,running_requests_cluster,waiting_requests_cluster,decode_prealloc_queue_requests_cluster,decode_transfer_queue_requests_cluster,running_requests_workers_aligned,waiting_requests_workers_aligned,decode_prealloc_queue_requests_workers_aligned,decode_transfer_queue_requests_workers_aligned,cluster_reconstruction_method,validation_status
decode,1786168865657379419,1786168865806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168865806495265,1786168866657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168866657379419,1786168866806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168866806495265,1786168867657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168867657379419,1786168867806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168867806495265,1786168868657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168868657379419,1786168868806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168868806495265,1786168869657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168869657379419,1786168869806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168869806495265,1786168870657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168870657379419,1786168870806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168870806495265,1786168871657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168871657379419,1786168871806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168871806495265,1786168872657379419,850884154,4.0,0.0,0.5,0.0,,,,,,Validated reconstruction
decode,1786168872657379419,1786168872806495265,149115846,4.0,0.0,0.5,0.0,,,,,,Validated reconstruction
decode,1786168872806495265,1786168873657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168873657379419,1786168873806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168873806495265,1786168874657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168874657379419,1786168874806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168874806495265,1786168875657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168875657379419,1786168875806495265,149115846,1.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168875806495265,1786168876657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168876657379419,1786168876806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168876806495265,1786168877657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168877657379419,1786168877806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168877806495265,1786168878657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168878657379419,1786168878806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168878806495265,1786168879657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168879657379419,1786168879806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168879806495265,1786168880657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168880657379419,1786168880806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168880806495265,1786168881657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168881657379419,1786168881806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168881806495265,1786168882657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168882657379419,1786168882806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168882806495265,1786168883657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168883657379419,1786168883806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168883806495265,1786168884657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168884657379419,1786168884806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168884806495265,1786168885657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168885657379419,1786168885806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168885806495265,1786168886657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168886657379419,1786168886806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168886806495265,1786168887657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168887657379419,1786168887806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168887806495265,1786168888657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168888657379419,1786168888806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168888806495265,1786168889657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168889657379419,1786168889806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168889806495265,1786168890657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168890657379419,1786168890806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168890806495265,1786168891657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168891657379419,1786168891806495265,149115846,3.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168891806495265,1786168892657379419,850884154,3.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168892657379419,1786168892806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168892806495265,1786168893657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168893657379419,1786168893806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168893806495265,1786168894657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168894657379419,1786168894806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168894806495265,1786168895657379419,850884154,3.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168895657379419,1786168895806495265,149115846,3.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168895806495265,1786168896657379419,850884154,3.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168896657379419,1786168896806495265,149115846,3.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168896806495265,1786168897657379419,850884154,3.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168897657379419,1786168897806495265,149115846,3.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168897806495265,1786168898657379419,850884154,3.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168898657379419,1786168898806495265,149115846,3.5,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168898806495265,1786168899657379419,850884154,3.5,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168899657379419,1786168899806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168899806495265,1786168900657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168900657379419,1786168900806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168900806495265,1786168901657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168901657379419,1786168901806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168901806495265,1786168902657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168902657379419,1786168902806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168902806495265,1786168903657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168903657379419,1786168903806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168903806495265,1786168904657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168904657379419,1786168904806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168904806495265,1786168905657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168905657379419,1786168905806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168905806495265,1786168906657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168906657379419,1786168906806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168906806495265,1786168907657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168907657379419,1786168907806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168907806495265,1786168908657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168908657379419,1786168908806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168908806495265,1786168909657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168909657379419,1786168909806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168909806495265,1786168910657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168910657379419,1786168910806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168910806495265,1786168911657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168911657379419,1786168911806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168911806495265,1786168912657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168912657379419,1786168912806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168912806495265,1786168913657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168913657379419,1786168913806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168913806495265,1786168914657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168914657379419,1786168914806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168914806495265,1786168915657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168915657379419,1786168915806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168915806495265,1786168916657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168916657379419,1786168916806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168916806495265,1786168917657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168917657379419,1786168917806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168917806495265,1786168918657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168918657379419,1786168918806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168918806495265,1786168919657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168919657379419,1786168919806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168919806495265,1786168920657379419,850884154,4.5,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168920657379419,1786168920806495265,149115846,5.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168920806495265,1786168921657379419,850884154,5.5,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168921657379419,1786168921806495265,149115846,6.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168921806495265,1786168922657379419,850884154,6.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168922657379419,1786168922806495265,149115846,6.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168922806495265,1786168923657379419,850884154,6.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168923657379419,1786168923806495265,149115846,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168923806495265,1786168924657379419,850884154,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168924657379419,1786168924806495265,149115846,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168924806495265,1786168925657379419,850884154,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168925657379419,1786168925806495265,149115846,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168925806495265,1786168926657379419,850884154,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168926657379419,1786168926806495265,149115846,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168926806495265,1786168927657379419,850884154,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168927657379419,1786168927806495265,149115846,7.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168927806495265,1786168928657379419,850884154,8.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168928657379419,1786168928806495265,149115846,8.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168928806495265,1786168929657379419,850884154,8.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168929657379419,1786168929806495265,149115846,8.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168929806495265,1786168930657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168930657379419,1786168930806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168930806495265,1786168931657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168931657379419,1786168931806495265,149115846,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168931806495265,1786168932657379419,850884154,4.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168932657379419,1786168932806495265,149115846,4.0,0.0,1.0,0.5,,,,,,Validated reconstruction
decode,1786168932806495265,1786168933657379419,850884154,4.0,0.0,1.0,0.5,,,,,,Validated reconstruction
decode,1786168933657379419,1786168933806495265,149115846,4.0,0.0,1.0,1.0,,,,,,Validated reconstruction
decode,1786168933806495265,1786168934657379419,850884154,4.0,0.0,1.0,1.0,,,,,,Validated reconstruction
decode,1786168934657379419,1786168934806495265,149115846,4.0,0.0,1.0,1.0,,,,,,Validated reconstruction
decode,1786168934806495265,1786168935657379419,850884154,4.0,0.0,1.0,1.0,,,,,,Validated reconstruction
decode,1786168935657379419,1786168935806495265,149115846,4.0,0.0,1.0,1.0,,,,,,Validated reconstruction
decode,1786168935806495265,1786168936657379419,850884154,4.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168936657379419,1786168936806495265,149115846,4.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168936806495265,1786168937657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168937657379419,1786168937806495265,149115846,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168937806495265,1786168938657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168938657379419,1786168938806495265,149115846,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168938806495265,1786168939657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168939657379419,1786168939806495265,149115846,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168939806495265,1786168940657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168940657379419,1786168940806495265,149115846,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168940806495265,1786168941657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168941657379419,1786168941806495265,149115846,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168941806495265,1786168942657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168942657379419,1786168942806495265,149115846,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168942806495265,1786168943657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168943657379419,1786168943806495265,149115846,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168943806495265,1786168944657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168944657379419,1786168944806495265,149115846,3.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168944806495265,1786168945657379419,850884154,3.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168945657379419,1786168945806495265,149115846,3.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168945806495265,1786168946657379419,850884154,3.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168946657379419,1786168946806495265,149115846,3.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168946806495265,1786168947657379419,850884154,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168947657379419,1786168947806495265,149115846,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168947806495265,1786168948657379419,850884154,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168948657379419,1786168948806495265,149115846,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168948806495265,1786168949657379419,850884154,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168949657379419,1786168949806495265,149115846,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168949806495265,1786168950657379419,850884154,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168950657379419,1786168950806495265,149115846,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168950806495265,1786168951657379419,850884154,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168951657379419,1786168951806495265,149115846,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168951806495265,1786168952657379419,850884154,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168952657379419,1786168952806495265,149115846,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168952806495265,1786168953657379419,850884154,1.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168953657379419,1786168953806495265,149115846,0.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168953806495265,1786168954657379419,850884154,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168954657379419,1786168954806495265,149115846,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168954806495265,1786168955657379419,850884154,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168955657379419,1786168955806495265,149115846,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168955806495265,1786168956657379419,850884154,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168956657379419,1786168956806495265,149115846,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168956806495265,1786168957657379419,850884154,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168957657379419,1786168957806495265,149115846,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168957806495265,1786168958657379419,850884154,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168958657379419,1786168958806495265,149115846,1.0,0.0,1.0,0.0,,,,,,Validated reconstruction
decode,1786168958806495265,1786168959657379419,850884154,2.0,0.0,0.5,0.0,,,,,,Validated reconstruction
decode,1786168959657379419,1786168959806495265,149115846,2.0,0.0,0.5,0.0,,,,,,Validated reconstruction
decode,1786168959806495265,1786168960657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168960657379419,1786168960806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168960806495265,1786168961657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168961657379419,1786168961806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168961806495265,1786168962657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168962657379419,1786168962806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168962806495265,1786168963657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168963657379419,1786168963806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168963806495265,1786168964657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168964657379419,1786168964806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168964806495265,1786168965657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168965657379419,1786168965806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168965806495265,1786168966657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168966657379419,1786168966806495265,149115846,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168966806495265,1786168967657379419,850884154,2.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168967657379419,1786168967806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168967806495265,1786168968657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168968657379419,1786168968806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168968806495265,1786168969657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168969657379419,1786168969806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168969806495265,1786168970657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168970657379419,1786168970806495265,149115846,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168970806495265,1786168971657379419,850884154,3.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168971657379419,1786168971806495265,149115846,3.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168971806495265,1786168972657379419,850884154,3.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168972657379419,1786168972806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168972806495265,1786168973657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168973657379419,1786168973806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168973806495265,1786168974657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168974657379419,1786168974806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168974806495265,1786168975657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168975657379419,1786168975806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168975806495265,1786168976657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168976657379419,1786168976806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168976806495265,1786168977657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168977657379419,1786168977806495265,149115846,4.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168977806495265,1786168978657379419,850884154,4.5,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168978657379419,1786168978806495265,149115846,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168978806495265,1786168979657379419,850884154,5.0,0.0,0.0,0.5,,,,,,Validated reconstruction
decode,1786168979657379419,1786168979806495265,149115846,5.0,0.0,0.0,0.5,,,,,,Validated reconstruction
decode,1786168979806495265,1786168980657379419,850884154,5.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168980657379419,1786168980806495265,149115846,2.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168980806495265,1786168981657379419,850884154,2.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168981657379419,1786168981806495265,149115846,2.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168981806495265,1786168982657379419,850884154,2.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168982657379419,1786168982806495265,149115846,2.0,0.0,0.0,1.0,,,,,,Validated reconstruction
decode,1786168982806495265,1786168983657379419,850884154,3.0,0.0,0.0,0.3333333333333333,,,,,,Validated reconstruction
decode,1786168983657379419,1786168983806495265,149115846,3.0,0.0,0.0,0.3333333333333333,,,,,,Validated reconstruction
decode,1786168984806495265,1786168985657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168985657379419,1786168985806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168985806495265,1786168986657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168986657379419,1786168986806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168986806495265,1786168987657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168987657379419,1786168987806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168987806495265,1786168988657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168988657379419,1786168988806495265,149115846,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168988806495265,1786168989657379419,850884154,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168989657379419,1786168989806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168989806495265,1786168990657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168990657379419,1786168990806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168990806495265,1786168991657379419,850884154,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168991657379419,1786168991806495265,149115846,4.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168991806495265,1786168992657379419,850884154,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168992657379419,1786168992806495265,149115846,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168992806495265,1786168993657379419,850884154,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168993657379419,1786168993806495265,149115846,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168993806495265,1786168994657379419,850884154,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168994657379419,1786168994806495265,149115846,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168994806495265,1786168995657379419,850884154,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168995657379419,1786168995806495265,149115846,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
decode,1786168995806495265,1786168996657379419,850884154,5.0,0.0,0.0,0.0,,,,,,Validated reconstruction
